outbreak_type,causative_agent,start,end,institution,duration
Respiratory,Unknown,2019-05-21,2019-05-31,Retirement Home,10
Respiratory,Metapneumovirus,2019-05-21,2019-06-02,LTCH,12
Respiratory,Influenza,2019-05-18,2019-06-01,Chronic Care,14
Respiratory,Influenza,2019-05-18,2019-05-27,LTCH,9
Enteric,Unknown,2019-05-17,2019-06-03,LTCH,17
Respiratory,Unknown,2019-05-17,2019-05-27,LTCH,10
Respiratory,Metapneumovirus,2019-05-16,2019-05-31,LTCH,15
Enteric,Unknown,2019-05-14,2019-05-25,LTCH,11
Respiratory,Influenza,2019-05-11,2019-05-23,Chronic Care,12
Respiratory,Unknown,2019-05-07,2019-05-15,LTCH,8
Respiratory,Metapneumovirus,2019-05-03,2019-05-11,LTCH,8
Respiratory,Influenza,2019-05-02,2019-05-08,Acute Care,6
Enteric,Unknown,2019-05-01,2019-05-07,Acute Care,6
Respiratory,Unknown,2019-04-26,2019-05-07,LTCH,11
Respiratory,Influenza,2019-04-26,2019-05-15,LTCH,19
Respiratory,Unknown,2019-04-25,2019-05-03,LTCH,8
Enteric,Clostridium Difficile,2019-04-24,2019-05-09,Acute Care,15
Respiratory,Influenza,2019-04-23,2019-05-03,LTCH,10
Respiratory,Unknown,2019-04-18,2019-04-27,Chronic Care,9
Respiratory,Influenza,2019-04-17,2019-04-30,Retirement Home,13
Respiratory,Influenza,2019-04-16,2019-04-27,Retirement Home,11
Respiratory,Unknown,2019-04-16,2019-05-01,LTCH,15
Respiratory,Influenza,2019-04-16,2019-05-03,LTCH,17
Respiratory,Unknown,2019-04-12,2019-04-21,Retirement Home,9
Respiratory,Influenza,2019-04-12,2019-04-23,LTCH,11
Respiratory,Influenza,2019-04-11,2019-04-18,Chronic Care,7
Enteric,Unknown,2019-04-10,2019-04-16,Retirement Home,6
Respiratory,Influenza,2019-04-09,2019-04-14,Chronic Care,5
Respiratory,Influenza,2019-04-06,2019-04-17,Acute Care,11
Respiratory,Rhinovirus,2019-04-05,2019-04-12,Chronic Care,7
Respiratory,Influenza,2019-04-03,2019-04-24,LTCH,21
Respiratory,Influenza,2019-04-03,2019-04-24,LTCH,21
Respiratory,Unknown,2019-04-02,2019-04-11,LTCH,9
Respiratory,Metapneumovirus,2019-04-02,2019-04-23,Retirement Home,21
Enteric,Unknown,2019-04-01,2019-04-16,Retirement Home,15
Respiratory,Influenza,2019-04-01,2019-04-13,LTCH,12
Respiratory,RSV,2019-04-01,2019-04-18,LTCH,17
Enteric,Unknown,2019-03-29,2019-04-10,Retirement Home,12
Enteric,Unknown,2019-03-29,2019-04-06,LTCH,8
Respiratory,Unknown,2019-03-28,2019-04-11,Retirement Home,14
Respiratory,Influenza,2019-03-28,2019-04-06,Retirement Home,9
Respiratory,Influenza,2019-03-28,2019-04-10,LTCH,13
Enteric,Unknown,2019-03-27,2019-04-17,Psychiatric,21
Respiratory,Metapneumovirus,2019-03-25,2019-04-04,Acute Care,10
Respiratory,Influenza,2019-03-24,2019-04-08,Chronic Care,15
Enteric,Unknown,2019-03-24,2019-04-03,LTCH,10
Enteric,Unknown,2019-03-24,2019-04-01,LTCH,8
Respiratory,Influenza,2019-03-24,2019-04-12,LTCH,19
Enteric,Unknown,2019-03-23,2019-03-29,Retirement Home,6
Respiratory,Influenza,2019-03-22,2019-03-29,Chronic Care,7
Respiratory,Influenza,2019-03-22,2019-03-30,LTCH,8
Respiratory,Influenza,2019-03-21,2019-03-31,Retirement Home,10
Other,CPE,2019-03-21,2019-04-02,Acute Care,12
Respiratory,Influenza,2019-03-20,2019-03-31,LTCH,11
Respiratory,RSV,2019-03-20,2019-04-01,LTCH,12
Respiratory,Metapneumovirus,2019-03-19,2019-03-29,LTCH,10
Respiratory,Influenza,2019-03-19,2019-03-30,LTCH,11
Respiratory,Unknown,2019-03-18,2019-03-25,LTCH,7
Respiratory,Influenza,2019-03-18,2019-03-30,Retirement Home,12
Respiratory,Influenza,2019-03-18,2019-03-26,Acute Care,8
Respiratory,Influenza,2019-03-16,2019-03-26,LTCH,10
Respiratory,Unknown,2019-03-15,2019-03-25,Retirement Home,10
Enteric,Unknown,2019-03-15,2019-03-25,Acute Care,10
Enteric,Unknown,2019-03-15,2019-03-30,Retirement Home,15
Respiratory,Influenza,2019-03-14,2019-03-22,LTCH,8
Respiratory,Metapneumovirus,2019-03-13,2019-03-27,Retirement Home,14
Enteric,Unknown,2019-03-13,2019-03-22,Retirement Home,9
Respiratory,Influenza,2019-03-12,2019-03-26,LTCH,14
Enteric,Unknown,2019-03-12,2019-03-22,LTCH,10
Enteric,Unknown,2019-03-12,2019-03-26,LTCH,14
Enteric,Unknown,2019-03-12,2019-03-29,LTCH,17
Respiratory,RSV,2019-03-11,2019-03-21,LTCH,10
Respiratory,Influenza,2019-03-11,2019-03-27,LTCH,16
Respiratory,Influenza,2019-03-11,2019-03-18,Acute Care,7
Enteric,Unknown,2019-03-11,2019-04-02,LTCH,22
Enteric,Unknown,2019-03-11,2019-03-20,Acute Care,9
Respiratory,RSV,2019-03-11,2019-03-19,Chronic Care,8
Respiratory,Unknown,2019-03-08,2019-03-18,LTCH,10
Respiratory,Influenza,2019-03-08,2019-03-16,Acute Care,8
Respiratory,Influenza,2019-03-08,2019-03-21,LTCH,13
Respiratory,Influenza,2019-03-07,2019-03-15,Chronic Care,8
Respiratory,Influenza,2019-03-07,2019-04-04,LTCH,28
Respiratory,Influenza,2019-03-07,2019-03-27,LTCH,20
Respiratory,Metapneumovirus,2019-03-07,2019-03-21,LTCH,14
Enteric,Unknown,2019-03-06,2019-03-11,Acute Care,5
Respiratory,Influenza,2019-03-06,2019-03-14,Acute Care,8
Respiratory,Influenza,2019-03-04,2019-03-13,Acute Care,9
Respiratory,Unknown,2019-03-03,2019-03-13,Chronic Care,10
Respiratory,Influenza,2019-03-02,2019-03-10,Chronic Care,8
Respiratory,Influenza,2019-03-02,2019-03-10,Chronic Care,8
Respiratory,Influenza,2019-03-01,2019-03-16,Retirement Home,15
Respiratory,RSV,2019-03-01,2019-03-11,LTCH,10
Respiratory,Unknown,2019-03-01,2019-03-11,LTCH,10
Respiratory,Influenza,2019-02-28,2019-03-19,LTCH,19
Respiratory,Influenza,2019-02-27,2019-03-11,Retirement Home,12
Respiratory,Influenza,2019-02-27,2019-03-08,Chronic Care,9
Respiratory,Influenza,2019-02-27,2019-03-09,LTCH,10
Respiratory,Metapneumovirus,2019-02-26,2019-03-19,LTCH,21
Enteric,Unknown,2019-02-25,2019-03-08,Retirement Home,11
Respiratory,Rhinovirus,2019-02-25,2019-03-10,LTCH,13
Respiratory,Unknown,2019-02-22,2019-03-02,Retirement Home,8
Respiratory,Influenza,2019-02-22,2019-03-03,LTCH,9
Enteric,Clostridium Difficile,2019-02-22,2019-04-01,Acute Care,38
Respiratory,RSV,2019-02-22,2019-03-06,Chronic Care,12
Respiratory,Influenza,2019-02-21,2019-03-09,LTCH,16
Respiratory,Metapneumovirus,2019-02-21,2019-03-09,Chronic Care,16
Respiratory,Influenza,2019-02-20,2019-02-28,LTCH,8
Respiratory,RSV,2019-02-19,2019-03-15,LTCH,24
Respiratory,Unknown,2019-02-17,2019-02-26,LTCH,9
Respiratory,Influenza,2019-02-15,2019-02-24,LTCH,9
Respiratory,Influenza,2019-02-15,2019-02-23,Retirement Home,8
Respiratory,Influenza,2019-02-15,2019-02-25,Chronic Care,10
Respiratory,Influenza,2019-02-14,2019-02-25,LTCH,11
Respiratory,Influenza,2019-02-14,2019-02-24,LTCH,10
Respiratory,Influenza,2019-02-13,2019-02-20,LTCH,7
Respiratory,Influenza,2019-02-13,2019-02-25,LTCH,12
Respiratory,RSV,2019-02-12,2019-02-26,LTCH,14
Respiratory,Influenza,2019-02-11,2019-02-22,LTCH,11
Respiratory,RSV,2019-02-10,2019-03-08,LTCH,26
Respiratory,Influenza,2019-02-09,2019-02-22,LTCH,13
Respiratory,Influenza,2019-02-08,2019-03-01,LTCH,21
Respiratory,RSV,2019-02-08,2019-02-25,LTCH,17
Enteric,Unknown,2019-02-07,2019-02-18,Chronic Care,11
Respiratory,Influenza,2019-02-06,2019-02-14,Chronic Care,8
Respiratory,Influenza,2019-02-06,2019-02-15,LTCH,9
Enteric,Unknown,2019-02-06,2019-02-16,LTCH,10
Respiratory,Rhinovirus,2019-02-06,2019-02-14,LTCH,8
Respiratory,RSV,2019-02-06,2019-02-23,LTCH,17
Respiratory,Influenza,2019-02-05,2019-02-15,LTCH,10
Respiratory,Influenza,2019-02-04,2019-02-16,LTCH,12
Enteric,Unknown,2019-02-04,2019-02-14,Retirement Home,10
Enteric,Unknown,2019-02-04,2019-02-20,Retirement Home,16
Respiratory,Influenza,2019-02-03,2019-02-15,Retirement Home,12
Respiratory,Rhinovirus,2019-02-03,2019-02-13,LTCH,10
Respiratory,Unknown,2019-02-03,2019-02-13,LTCH,10
Respiratory,Influenza,2019-02-03,2019-02-15,LTCH,12
Respiratory,RSV,2019-02-02,2019-02-11,LTCH,9
Enteric,Unknown,2019-02-01,2019-02-05,Chronic Care,4
Enteric,Unknown,2019-02-01,2019-02-12,LTCH,11
Enteric,Unknown,2019-01-31,2019-02-11,LTCH,11
Respiratory,Influenza,2019-01-31,2019-02-08,LTCH,8
Respiratory,Influenza,2019-01-31,2019-02-08,Acute Care,8
Respiratory,RSV,2019-01-29,2019-02-05,LTCH,7
Respiratory,Influenza,2019-01-28,2019-02-04,Psychiatric,7
Enteric,Unknown,2019-01-28,2019-02-06,Retirement Home,9
Respiratory,RSV,2019-01-28,2019-02-08,LTCH,11
Respiratory,RSV,2019-01-28,2019-02-07,LTCH,10
Respiratory,Unknown,2019-01-27,2019-02-11,LTCH,15
Respiratory,RSV,2019-01-26,2019-02-04,LTCH,9
Respiratory,RSV,2019-01-25,2019-02-14,LTCH,20
Enteric,Unknown,2019-01-25,2019-02-06,LTCH,12
Respiratory,Influenza,2019-01-24,2019-02-01,Retirement Home,8
Respiratory,Influenza,2019-01-24,2019-02-02,Chronic Care,9
Respiratory,Influenza,2019-01-24,2019-01-31,Chronic Care,7
Respiratory,Influenza,2019-01-24,2019-02-01,Chronic Care,8
Respiratory,Influenza,2019-01-23,2019-02-07,LTCH,15
Respiratory,RSV,2019-01-23,2019-02-03,Retirement Home,11
Respiratory,RSV,2019-01-22,2019-02-06,LTCH,15
Respiratory,RSV,2019-01-22,2019-02-08,Chronic Care,17
Respiratory,Metapneumovirus,2019-01-21,2019-02-04,LTCH,14
Enteric,Unknown,2019-01-21,2019-01-28,Acute Care,7
Respiratory,Influenza,2019-01-18,2019-02-04,LTCH,17
Respiratory,Influenza,2019-01-17,2019-01-28,Retirement Home,11
Respiratory,Influenza,2019-01-16,2019-01-27,LTCH,11
Respiratory,RSV,2019-01-16,2019-01-25,Acute Care,9
Respiratory,Influenza,2019-01-15,2019-01-29,LTCH,14
Respiratory,Influenza,2019-01-15,2019-01-25,LTCH,10
Respiratory,RSV,2019-01-14,2019-02-01,LTCH,18
Respiratory,RSV,2019-01-14,2019-01-28,LTCH,14
Respiratory,Influenza,2019-01-14,2019-01-29,Retirement Home,15
Respiratory,RSV,2019-01-14,2019-01-24,LTCH,10
Respiratory,Influenza,2019-01-13,2019-01-26,LTCH,13
Respiratory,Influenza,2019-01-12,2019-02-01,LTCH,20
Respiratory,Influenza,2019-01-11,2019-01-23,Retirement Home,12
Respiratory,RSV,2019-01-11,2019-01-25,Chronic Care,14
Respiratory,Influenza,2019-01-11,2019-01-19,Acute Care,8
Respiratory,Influenza,2019-01-10,2019-01-21,LTCH,11
Respiratory,Influenza,2019-01-10,2019-01-28,LTCH,18
Respiratory,Unknown,2019-01-10,2019-01-23,LTCH,13
Respiratory,Influenza,2019-01-10,2019-01-23,LTCH,13
Respiratory,RSV,2019-01-09,2019-01-21,LTCH,12
Respiratory,Influenza,2019-01-09,2019-01-29,LTCH,20
Respiratory,Rhinovirus,2019-01-09,2019-01-22,LTCH,13
Respiratory,Influenza,2019-01-09,2019-01-23,Chronic Care,14
Respiratory,Influenza,2019-01-09,2019-01-18,LTCH,9
Respiratory,RSV,2019-01-08,2019-01-17,LTCH,9
Respiratory,Influenza,2019-01-08,2019-01-16,Acute Care,8
Respiratory,Influenza,2019-01-07,2019-01-18,Retirement Home,11
Respiratory,RSV,2019-01-07,2019-01-31,LTCH,24
Respiratory,Influenza,2019-01-07,2019-01-14,LTCH,7
Respiratory,Influenza,2019-01-07,2019-01-16,Acute Care,9
Respiratory,Unknown,2019-01-07,2019-01-16,LTCH,9
Respiratory,Influenza,2019-01-06,2019-01-16,Acute Care,10
Respiratory,Influenza,2019-01-05,2019-01-09,LTCH,4
Respiratory,Influenza,2019-01-04,2019-01-14,LTCH,10
Respiratory,RSV,2019-01-04,2019-01-22,LTCH,18
Enteric,Unknown,2019-01-04,2019-01-10,LTCH,6
Enteric,Unknown,2019-01-04,2019-01-10,LTCH,6
Respiratory,Unknown,2019-01-03,2019-01-12,Psychiatric,9
Respiratory,Influenza,2019-01-03,2019-01-30,LTCH,27
Respiratory,Influenza,2019-01-03,2019-01-30,LTCH,27
Enteric,Unknown,2019-01-03,2019-01-14,Retirement Home,11
Respiratory,Influenza,2019-01-03,2019-01-25,LTCH,22
Respiratory,Influenza,2019-01-03,2019-01-10,LTCH,7
Respiratory,Influenza,2019-01-02,2019-01-18,LTCH,16
Respiratory,Influenza,2019-01-02,2019-01-08,LTCH,6
Respiratory,RSV,2019-01-02,2019-01-16,LTCH,14
Respiratory,RSV,2019-01-02,2019-01-16,LTCH,14
Enteric,Unknown,2019-01-02,2019-01-31,LTCH,29
Respiratory,Influenza,2018-12-31,2019-01-25,LTCH,25
Respiratory,RSV,2018-12-31,2019-01-08,Acute Care,8
Enteric,Unknown,2018-12-29,2019-01-12,LTCH,14
Enteric,Unknown,2018-12-28,2019-01-16,LTCH,19
Respiratory,Unknown,2018-12-28,2019-01-08,Chronic Care,11
Respiratory,RSV,2018-12-27,2019-01-23,LTCH,27
Enteric,Unknown,2018-12-27,2019-01-03,LTCH,7
Respiratory,Influenza,2018-12-24,2018-12-30,Acute Care,6
Respiratory,Unknown,2018-12-23,2019-01-04,LTCH,12
Respiratory,Influenza,2018-12-22,2019-01-07,LTCH,16
Enteric,Unknown,2018-12-21,2018-12-30,LTCH,9
Respiratory,Influenza,2018-12-21,2018-12-30,Chronic Care,9
Enteric,Unknown,2018-12-19,2018-12-23,Acute Care,4
Respiratory,Unknown,2018-12-18,2018-12-30,LTCH,12
Respiratory,RSV,2018-12-17,2019-01-12,LTCH,26
Respiratory,Influenza,2018-12-17,2018-12-31,Acute Care,14
Respiratory,RSV,2018-12-17,2018-12-31,Retirement Home,14
Respiratory,Unknown,2018-12-15,2018-12-31,LTCH,16
Respiratory,Influenza,2018-12-15,2018-12-23,Acute Care,8
Respiratory,Influenza,2018-12-13,2018-12-20,Acute Care,7
Enteric,Unknown,2018-12-13,2019-01-02,Acute Care,20
Enteric,Unknown,2018-12-12,2019-01-02,LTCH,21
Respiratory,Rhinovirus,2018-12-10,2018-12-21,Chronic Care,11
Respiratory,Influenza,2018-12-10,2018-12-19,Chronic Care,9
Enteric,Unknown,2018-12-10,2019-01-03,Retirement Home,24
Other,CPE,2018-12-10,2018-12-15,Acute Care,5
Respiratory,Influenza,2018-12-08,2018-12-16,Acute Care,8
Respiratory,Unknown,2018-12-06,2018-12-20,LTCH,14
Respiratory,Unknown,2018-12-03,2018-12-12,LTCH,9
Enteric,Clostridium Difficile,2018-11-29,2019-04-12,Acute Care,134
Respiratory,Influenza,2018-11-29,2018-12-14,Retirement Home,15
Respiratory,RSV,2018-11-29,2019-01-07,LTCH,39
Enteric,Unknown,2018-11-28,2018-12-10,LTCH,12
Enteric,Unknown,2018-11-27,2018-12-08,LTCH,11
Respiratory,Metapneumovirus,2018-11-26,2018-12-14,LTCH,18
Respiratory,Unknown,2018-11-26,2018-12-04,LTCH,8
Enteric,Unknown,2018-11-26,2019-01-02,LTCH,37
Respiratory,Unknown,2018-11-26,2018-12-08,Chronic Care,12
Respiratory,Influenza,2018-11-18,2018-11-28,Chronic Care,10
Respiratory,Unknown,2018-11-14,2018-11-29,LTCH,15
Respiratory,Influenza,2018-11-13,2018-11-24,LTCH,11
Respiratory,Unknown,2018-11-09,2018-11-19,LTCH,10
Respiratory,Unknown,2018-11-08,2018-11-29,LTCH,21
Respiratory,Influenza,2018-11-05,2018-11-15,Retirement Home,10
Respiratory,Unknown,2018-11-05,2018-11-20,Retirement Home,15
Respiratory,RSV,2018-10-31,2018-11-14,LTCH,14
Respiratory,Unknown,2018-10-29,2018-11-16,LTCH,18
Respiratory,Unknown,2018-10-29,2018-11-09,Retirement Home,11
Respiratory,Unknown,2018-10-26,2018-11-07,Retirement Home,12
Other,CPE,2018-10-26,2018-11-11,Acute Care,16
Respiratory,Rhinovirus,2018-10-26,2018-11-04,Chronic Care,9
Respiratory,Unknown,2018-10-24,2018-11-06,LTCH,13
Respiratory,Unknown,2018-10-24,2018-11-02,LTCH,9
Respiratory,Unknown,2018-10-22,2018-12-03,LTCH,42
Respiratory,Unknown,2018-10-19,2018-10-29,Retirement Home,10
Respiratory,Influenza,2018-10-18,2018-11-04,LTCH,17
Respiratory,Unknown,2018-10-15,2018-10-24,LTCH,9
Respiratory,Unknown,2018-10-11,2018-10-26,LTCH,15
Respiratory,Unknown,2018-10-11,2018-10-19,Acute Care,8
Respiratory,Unknown,2018-10-03,2018-10-10,LTCH,7
Respiratory,Unknown,2018-10-02,2018-10-08,Retirement Home,6
Respiratory,Influenza,2018-10-02,2018-10-22,LTCH,20
Respiratory,Unknown,2018-10-02,2018-10-15,LTCH,13
Respiratory,Coronavirus,2018-09-27,2018-10-09,LTCH,12
Respiratory,Unknown,2018-09-26,2018-10-10,Retirement Home,14
Respiratory,Unknown,2018-09-26,2018-10-23,LTCH,27
Respiratory,Unknown,2018-09-24,2018-10-04,LTCH,10
Respiratory,Unknown,2018-09-24,2018-10-09,LTCH,15
Respiratory,Unknown,2018-09-23,2018-10-03,LTCH,10
Respiratory,Unknown,2018-09-21,2018-10-09,LTCH,18
Respiratory,Unknown,2018-09-21,2018-09-29,LTCH,8
Respiratory,Unknown,2018-09-20,2018-10-05,LTCH,15
Respiratory,Unknown,2018-09-20,2018-10-05,LTCH,15
Respiratory,Influenza,2018-09-14,2018-09-24,LTCH,10
Respiratory,Unknown,2018-09-12,2018-09-21,LTCH,9
Respiratory,Unknown,2018-09-12,2018-09-25,LTCH,13
Respiratory,Unknown,2018-09-11,2018-09-25,LTCH,14
Respiratory,Unknown,2018-09-07,2018-09-18,LTCH,11
Respiratory,Unknown,2018-09-06,2018-09-24,LTCH,18
Respiratory,Unknown,2018-09-05,2018-09-10,Psychiatric,5
Enteric,Unknown,2018-09-02,2018-09-14,Retirement Home,12
Enteric,Unknown,2018-08-31,2018-09-06,LTCH,6
Respiratory,Unknown,2018-08-31,2018-09-10,LTCH,10
Respiratory,Rhinovirus,2018-08-30,2018-09-18,Chronic Care,19
Respiratory,Unknown,2018-08-28,2018-09-29,LTCH,32
Respiratory,Rhinovirus,2018-08-24,2018-09-04,Acute Care,11
Respiratory,Unknown,2018-08-13,2018-08-27,LTCH,14
Other,CPE,2018-08-13,2018-08-15,Acute Care,2
Respiratory,Unknown,2018-08-03,2018-08-22,LTCH,19
Respiratory,Unknown,2018-08-03,2018-08-21,LTCH,18
Respiratory,Influenza,2018-08-02,2018-08-21,LTCH,19
Respiratory,Unknown,2018-07-31,2018-08-20,LTCH,20
Respiratory,Unknown,2018-07-30,2018-08-20,LTCH,21
Respiratory,Unknown,2018-07-27,2018-08-14,LTCH,18
Respiratory,Unknown,2018-07-27,2018-08-22,LTCH,26
Respiratory,Unknown,2018-07-26,2018-08-08,LTCH,13
Respiratory,Rhinovirus,2018-07-23,2018-08-01,LTCH,9
Respiratory,Unknown,2018-07-17,2018-08-01,LTCH,15
Respiratory,Unknown,2018-07-13,2018-08-10,LTCH,28
Respiratory,Unknown,2018-07-12,2018-07-22,Psychiatric,10
Respiratory,Unknown,2018-07-11,2018-07-20,LTCH,9
Respiratory,Unknown,2018-07-09,2018-07-26,LTCH,17
Respiratory,Unknown,2018-07-03,2018-07-19,LTCH,16
Respiratory,Rhinovirus,2018-06-29,2018-07-19,LTCH,20
Enteric,Unknown,2018-06-22,2018-07-03,LTCH,11
Respiratory,Influenza,2018-06-19,2018-07-01,LTCH,12
Respiratory,Unknown,2018-06-19,2018-07-14,LTCH,25
Respiratory,Unknown,2018-06-14,2018-06-25,LTCH,11
Respiratory,Rhinovirus,2018-06-13,2018-06-23,Chronic Care,10
Respiratory,Rhinovirus,2018-06-12,2018-06-22,LTCH,10
Respiratory,Influenza,2018-06-07,2018-06-17,LTCH,10
Respiratory,Influenza,2018-05-25,2018-06-11,LTCH,17
Respiratory,Influenza,2018-05-23,2018-06-01,LTCH,9
Respiratory,Unknown,2018-05-23,2018-06-20,LTCH,28
Respiratory,Influenza,2018-05-22,2018-06-06,LTCH,15
Respiratory,Influenza,2018-05-22,2018-06-06,LTCH,15
Enteric,Unknown,2018-05-22,2018-06-04,LTCH,13
Enteric,Unknown,2018-05-15,2018-05-22,Acute Care,7
Enteric,Unknown,2018-05-14,2018-05-22,LTCH,8
Respiratory,Unknown,2018-05-14,2018-06-13,LTCH,30
Respiratory,Unknown,2018-05-10,2018-05-25,LTCH,15
Respiratory,RSV,2018-05-10,2018-05-19,Chronic Care,9
Respiratory,Unknown,2018-05-08,2018-05-23,LTCH,15
Respiratory,Influenza,2018-05-04,2018-05-13,Retirement Home,9
Respiratory,Unknown,2018-05-03,2018-05-15,LTCH,12
Respiratory,Metapneumovirus,2018-05-03,2018-05-21,LTCH,18
Respiratory,Influenza,2018-05-02,2018-05-14,Retirement Home,12
Enteric,Unknown,2018-05-01,2018-05-15,LTCH,14
Respiratory,Influenza,2018-04-30,2018-05-17,LTCH,17
Respiratory,Influenza,2018-04-30,2018-05-10,LTCH,10
Respiratory,Metapneumovirus,2018-04-29,2018-05-28,LTCH,29
Respiratory,Metapneumovirus,2018-04-26,2018-05-09,LTCH,13
Respiratory,Influenza,2018-04-26,2018-05-08,LTCH,12
Enteric,Unknown,2018-04-25,2018-05-08,Retirement Home,13
Enteric,Unknown,2018-04-24,2018-04-30,Acute Care,6
Respiratory,Influenza,2018-04-22,2018-05-04,LTCH,12
Respiratory,Metapneumovirus,2018-04-21,2018-04-30,LTCH,9
Respiratory,Unknown,2018-04-21,2018-05-07,LTCH,16
Enteric,Unknown,2018-04-19,2018-05-01,LTCH,12
Enteric,Unknown,2018-04-19,2018-05-07,Retirement Home,18
Respiratory,Coronavirus,2018-04-19,2018-04-28,LTCH,9
Respiratory,Influenza,2018-04-18,2018-04-25,Chronic Care,7
Respiratory,Influenza,2018-04-18,2018-05-03,LTCH,15
Enteric,Unknown,2018-04-18,2018-04-30,LTCH,12
Respiratory,Influenza,2018-04-17,2018-05-04,Retirement Home,17
Respiratory,Influenza,2018-04-16,2018-04-27,LTCH,11
Respiratory,Metapneumovirus,2018-04-16,2018-05-08,LTCH,22
Respiratory,Influenza,2018-04-16,2018-04-28,LTCH,12
Respiratory,Metapneumovirus,2018-04-15,2018-05-22,LTCH,37
Respiratory,Influenza,2018-04-15,2018-04-26,LTCH,11
Respiratory,Unknown,2018-04-13,2018-05-02,LTCH,19
Enteric,Unknown,2018-04-13,2018-04-23,LTCH,10
Respiratory,Influenza,2018-04-13,2018-04-21,LTCH,8
Respiratory,Influenza,2018-04-12,2018-05-02,LTCH,20
Respiratory,Influenza,2018-04-11,2018-04-19,Retirement Home,8
Respiratory,Unknown,2018-04-10,2018-04-19,Retirement Home,9
Respiratory,Influenza,2018-04-10,2018-04-19,Retirement Home,9
Respiratory,Influenza,2018-04-09,2018-04-20,LTCH,11
Respiratory,Influenza,2018-04-09,2018-04-21,LTCH,12
Respiratory,Influenza,2018-04-09,2018-04-19,Chronic Care,10
Respiratory,Influenza,2018-04-09,2018-04-28,LTCH,19
Enteric,Unknown,2018-04-08,2018-04-22,LTCH,14
Respiratory,Influenza,2018-04-07,2018-04-15,Chronic Care,8
Enteric,Unknown,2018-04-06,2018-04-16,Retirement Home,10
Respiratory,Unknown,2018-04-06,2018-05-09,LTCH,33
Respiratory,Influenza,2018-04-05,2018-04-14,LTCH,9
Respiratory,Metapneumovirus,2018-04-05,2018-04-17,Retirement Home,12
Respiratory,Influenza,2018-04-05,2018-04-17,LTCH,12
Respiratory,Influenza,2018-04-05,2018-04-16,Chronic Care,11
Respiratory,Influenza,2018-04-05,2018-04-13,Chronic Care,8
Enteric,Unknown,2018-04-04,2018-04-10,Chronic Care,6
Respiratory,Influenza,2018-04-03,2018-04-16,Retirement Home,13
Enteric,Unknown,2018-04-03,2018-04-18,LTCH,15
Respiratory,Influenza,2018-04-03,2018-04-18,LTCH,15
Respiratory,Influenza,2018-04-01,2018-04-18,LTCH,17
Respiratory,Metapneumovirus,2018-03-31,2018-04-17,LTCH,17
Enteric,Unknown,2018-03-29,2018-04-17,LTCH,19
Respiratory,Influenza,2018-03-28,2018-04-10,Acute Care,13
Respiratory,Influenza,2018-03-28,2018-04-14,LTCH,17
Respiratory,Influenza,2018-03-27,2018-04-02,Retirement Home,6
Respiratory,Metapneumovirus,2018-03-27,2018-04-04,Chronic Care,8
Respiratory,Influenza,2018-03-26,2018-04-06,Retirement Home,11
Respiratory,Unknown,2018-03-26,2018-04-07,LTCH,12
Enteric,Unknown,2018-03-26,2018-04-03,Acute Care,8
Respiratory,Unknown,2018-03-26,2018-04-03,LTCH,8
Respiratory,Influenza,2018-03-24,2018-04-09,LTCH,16
Enteric,Unknown,2018-03-23,2018-04-12,Retirement Home,20
Respiratory,Influenza,2018-03-23,2018-03-31,LTCH,8
Respiratory,Influenza,2018-03-23,2018-04-01,Acute Care,9
Respiratory,Influenza,2018-03-23,2018-04-01,Chronic Care,9
Respiratory,Influenza,2018-03-21,2018-04-03,Retirement Home,13
Enteric,Unknown,2018-03-20,2018-04-12,Retirement Home,23
Respiratory,Unknown,2018-03-20,2018-03-27,Psychiatric,7
Respiratory,Influenza,2018-03-19,2018-03-31,Acute Care,12
Respiratory,Influenza,2018-03-19,2018-03-29,LTCH,10
Enteric,Unknown,2018-03-19,2018-04-10,LTCH,22
Respiratory,Influenza,2018-03-19,2018-03-30,LTCH,11
Respiratory,Influenza,2018-03-19,2018-03-27,Chronic Care,8
Respiratory,Influenza,2018-03-18,2018-03-30,LTCH,12
Respiratory,Influenza,2018-03-17,2018-03-28,LTCH,11
Respiratory,Unknown,2018-03-17,2018-03-25,Chronic Care,8
Enteric,Unknown,2018-03-17,2018-04-23,LTCH,37
Respiratory,Influenza,2018-03-16,2018-03-26,Chronic Care,10
Enteric,Unknown,2018-03-16,2018-03-22,Acute Care,6
Respiratory,Unknown,2018-03-14,2018-04-09,LTCH,26
Respiratory,Influenza,2018-03-14,2018-03-24,LTCH,10
Respiratory,Influenza,2018-03-13,2018-03-22,LTCH,9
Enteric,Unknown,2018-03-13,2018-03-26,Retirement Home,13
Respiratory,Influenza,2018-03-13,2018-03-20,LTCH,7
Respiratory,RSV,2018-03-12,2018-03-16,Acute Care,4
Respiratory,Influenza,2018-03-12,2018-03-29,LTCH,17
Enteric,Unknown,2018-03-12,2018-03-21,Retirement Home,9
Respiratory,Influenza,2018-03-12,2018-03-21,LTCH,9
Respiratory,Influenza,2018-03-12,2018-03-19,LTCH,7
Respiratory,Influenza,2018-03-09,2018-03-13,Retirement Home,4
Respiratory,Influenza,2018-03-09,2018-03-18,Acute Care,9
Respiratory,Influenza,2018-03-09,2018-03-23,LTCH,14
Respiratory,Influenza,2018-03-09,2018-03-19,LTCH,10
